Duration (in seconds);UserLanguage;id;age;gender;education;M1_1;M2_1;M3_1;M4_1;M5_1;U1_1;U2_1;U3_1;U4_1;S1_1;S2_1;S3_1;S4_1;S5_1;S6_1;I1_1;I2_1;I3_1;I4_1;I5_1;C1_1;C2_1;C4_1;C4_1;C5_1;ext_1;agr_1r;con_1;est_1r;ope_1;ext_2r;agr_2;con_2r;est_2;ope_2r;stomp_1_i;stomp_2_s;stomp_3_s;stomp_4_s;stomp_5_u;stomp_6_m;stomp_7_s;stomp_8_c;stomp_9_s;stomp_10_i;stomp_11_m;stomp_12_s;stomp_13_m;stomp_14_oldies;stomp_15_s;stomp_16_u;stomp_17_i;stomp_18_c;stomp_19_c;stomp_20_u;stomp_21_i;stomp_22_c;stomp_23_soundtrack;uom_1;uom_2r;uom_3;uom_4;uom_5;uom_6;uom_7;uom_8;uom_9;uom_10;uom_11;uom_12r;uom_13;uom_14;uom_15;eq1;eq2;eq3;eq4;eq5;eq6;eq7;eq8;eq9;eq10;eq11;eq12;eq13;eq14;eq15;eq16;eq17;eq18;eq19;eq20;eq21;eq22;sq1;sq2;sq3;sq4;sq5;sq6;sq7;sq8;sq9;sq10;sq11;sq12;sq13;sq14;sq15;sq16;sq17;sq18;sq19;sq20;sq21;sq22;sq23;sq24;sq25
1636;EN;DIM1998;22;1;1;4;3;4;1;5;4;4;4;4;3;4;2;4;3;2;4;1;4;5;4;3;3;1;3;3;2;6;5;3;2;1;6;3;6;2;5;4;6;4;4;2;6;5;2;7;3;6;3;6;1;5;6;5;5;1;7;5;4;3;4;2;2;1;1;1;3;1;1;4;1;1;5;1;4;2;2;1;3;3;2;3;2;3;2;4;1;3;1;3;1;3;1;3;1;2;3;1;4;3;2;3;1;4;1;4;4;2;3;3;2;1;3;1;1;3;1;1;4;1;2
947;EN;ALA2001;19;2;1;4;2;5;3;4;2;4;3;2;3;2;2;2;2;3;2;1;2;3;2;2;2;2;2;2;5;3;5;4;5;4;6;5;4;4;5;4;4;4;4;5;4;4;4;2;5;4;5;3;3;5;3;5;3;4;2;4;5;4;4;3;3;3;4;3;3;3;3;3;3;3;2;2;3;3;2;2;2;3;2;3;3;3;2;3;3;3;3;3;2;3;3;3;2;2;4;2;3;2;3;3;2;4;1;3;3;3;3;2;3;3;3;3;1;3;3;2;2;3;2
662;EN;Hum1996;24;2;1;4;2;4;4;4;1;2;1;2;4;2;1;1;1;3;1;1;2;1;2;4;2;4;5;3;6;5;5;3;6;5;7;6;6;3;5;3;2;1;2;6;2;2;2;2;3;2;6;2;1;4;1;7;2;6;2;7;6;5;4;4;5;4;2;2;3;3;2;4;2;4;2;4;3;4;2;2;2;4;1;3;3;3;2;3;3;3;4;4;1;3;3;2;2;3;3;3;2;2;3;2;1;4;1;2;2;2;4;3;2;3;1;3;1;3;3;2;2;4;2
1447;EN;MON1995;25;2;1;4;3;3;3;3;2;3;4;3;3;2;2;3;3;3;3;2;2;3;4;3;3;2;3;3;5;5;5;4;7;2;7;6;7;6;4;4;4;5;3;5;2;4;4;1;3;5;3;3;2;7;2;7;6;3;3;7;4;5;5;4;3;3;4;3;3;3;4;3;2;4;4;2;4;3;1;1;2;3;2;4;4;4;1;4;4;4;4;4;2;4;4;3;3;4;4;4;2;3;3;3;1;3;1;3;2;2;3;2;2;3;2;2;1;3;2;2;2;2;2
1055;EN;Moh2000;20;2;1;4;3;5;5;3;1;3;1;1;5;2;1;2;3;5;1;1;1;1;1;2;3;3;4;5;4;3;7;3;5;1;7;7;7;7;1;1;1;3;4;1;1;1;6;1;7;4;1;1;1;6;1;6;1;7;1;7;7;5;5;3;3;3;2;2;2;3;3;4;4;4;4;1;4;3;3;1;2;3;1;4;4;4;3;3;4;4;4;4;1;3;2;2;3;3;4;1;4;2;1;4;1;1;2;4;2;4;2;2;2;3;2;3;1;2;2;2;3;4;1
762;EN;Cir ;1998;2;1;5;5;5;5;5;2;4;4;5;4;4;4;4;5;5;3;4;2;5;4;2;4;4;5;5;6;3;7;3;7;2;7;5;6;7;7;5;5;7;6;5;7;5;5;4;5;7;7;7;6;7;7;7;5;5;7;7;6;4;5;5;4;3;4;1;1;3;2;4;3;3;4;2;4;4;2;1;1;4;1;4;4;3;2;4;4;3;4;3;1;4;3;3;3;4;4;2;2;2;1;4;1;3;3;3;1;2;3;4;2;1;1;1;1;4;2;3;4;2;1
882;EN;Ali2000;20;1;1;3;3;3;3;4;2;3;2;1;3;3;1;4;3;4;2;1;2;1;3;2;2;5;4;3;6;3;5;7;6;4;2;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;7;4;2;2;3;6;4;1;3;3;4;4;4;3;4;3;4;1;4;5;2;4;3;1;2;2;3;4;4;3;4;4;3;2;4;2;4;2;3;3;3;4;3;4;3;2;1;3;3;2;3;2;3;2;2;2;2;2;2;2;3;4;2;3;3;3;3;2
1391;EN;KIM1998;22;2;1;5;2;4;3;4;5;4;5;2;4;5;4;5;5;4;1;1;3;3;5;3;3;2;3;4;1;3;6;2;7;1;7;5;3;6;4;4;6;6;4;3;4;6;4;5;5;6;4;6;5;6;4;6;3;2;7;6;6;4;5;2;4;2;4;1;1;3;3;4;3;5;4;2;4;4;3;2;2;3;1;4;3;3;2;3;3;3;4;3;3;3;3;3;3;4;3;1;3;2;2;1;2;4;2;2;2;1;3;2;3;2;3;2;1;3;2;2;3;3;3
1407;EN;Flo1997;23;2;1;5;4;3;4;3;2;1;5;2;5;5;4;4;5;5;5;4;5;5;5;3;4;4;4;4;2;3;7;3;6;1;5;7;6;4;7;2;5;7;2;6;1;6;1;4;4;6;6;6;6;1;5;5;6;1;7;6;7;4;4;4;2;2;5;1;1;4;5;5;5;3;5;2;3;2;4;1;2;4;1;4;4;3;2;2;3;2;4;3;3;4;3;2;3;2;4;3;1;1;4;4;1;4;1;1;3;1;4;4;1;4;1;3;4;1;3;1;1;2;1
787;EN;RD1995;25;2;1;5;3;5;4;4;1;3;1;1;3;3;2;3;3;4;1;1;2;1;1;3;3;4;4;4;4;6;6;4;4;4;7;5;5;6;4;4;4;5;1;2;1;6;2;1;4;2;4;1;4;5;3;7;4;4;1;7;6;5;5;4;4;3;4;3;3;2;3;4;4;3;4;4;3;4;2;2;2;3;3;3;3;3;3;3;3;4;3;3;2;3;3;3;2;4;1;2;2;2;3;3;2;1;2;2;3;1;2;1;2;2;2;2;1;1;2;1;3;3;2
2538;EN;Sch1998;23;1;1;3;4;4;5;3;1;3;2;2;3;3;4;3;4;3;4;4;4;5;5;4;2;1;5;1;2;3;6;2;5;3;6;3;3;4;6;5;4;5;2;6;5;6;3;7;4;5;5;5;4;3;6;3;2;5;7;5;7;5;5;2;4;4;3;2;2;3;2;5;4;4;4;3;3;3;4;2;3;4;3;3;3;4;2;2;3;4;3;3;2;3;1;3;2;4;2;1;2;1;3;3;2;4;1;3;2;2;3;2;3;2;3;3;1;2;3;4;3;4;3
746;EN;HAD1998;22;2;1;4;2;3;3;3;2;3;1;3;5;3;2;3;4;4;1;1;1;1;1;2;4;4;4;5;5;5;7;3;6;6;5;5;3;5;1;2;5;5;3;2;3;1;4;1;3;6;1;1;4;5;1;7;7;1;1;7;6;5;4;4;4;4;1;1;3;4;2;2;1;4;5;5;3;3;2;1;3;3;1;3;3;4;1;3;3;3;3;4;2;3;3;3;2;3;3;3;2;4;3;3;1;2;2;3;2;1;1;2;2;2;2;3;3;4;2;4;1;2;3
1202;EN;NIS2002;18;3;1;4;5;4;2;4;4;4;5;3;5;5;3;4;5;5;5;2;4;5;5;2;3;4;3;3;6;5;5;3;7;2;5;1;4;7;6;7;5;5;4;5;7;6;5;5;6;7;6;6;6;4;7;4;5;5;6;5;5;4;1;2;5;1;4;1;1;2;3;5;2;5;4;2;2;1;4;3;4;2;2;3;1;3;2;3;3;2;2;1;1;1;1;2;1;2;3;1;4;4;4;4;2;3;4;2;3;1;2;1;2;1;2;1;1;2;1;1;3;3;2
930;EN;AKT2000;20;2;1;4;2;4;5;4;2;3;2;2;4;3;2;3;4;3;1;1;1;1;3;3;3;4;4;3;6;7;3;3;4;5;6;5;4;3;3;1;1;4;1;4;1;1;1;1;2;3;2;1;2;6;1;6;6;6;1;1;5;5;4;5;5;3;2;3;2;3;3;4;5;3;4;4;3;3;2;1;2;3;2;3;3;3;2;3;4;4;4;4;1;3;3;4;3;3;3;2;2;3;2;1;3;2;3;3;3;3;2;3;3;2;3;2;2;3;2;2;4;3;4
928;EN;ROB2001;19;1;1;3;2;2;3;3;1;2;4;2;2;4;1;2;2;3;4;2;4;5;4;3;2;2;4;5;5;6;6;7;7;4;6;6;6;2;5;3;4;3;2;6;4;4;2;3;4;4;4;3;2;5;5;7;5;2;7;4;1;5;5;3;4;2;4;2;2;2;4;5;5;5;5;2;3;3;4;2;3;3;2;4;3;3;2;2;2;3;2;2;1;3;2;3;3;3;2;1;2;1;3;4;1;1;1;3;2;3;2;3;3;2;4;3;4;3;1;3;3;3;2
1427;EN;WAT1997;23;2;1;4;4;4;3;5;4;4;5;2;3;3;3;4;3;3;4;3;3;5;5;4;3;2;3;2;1;5;1;3;6;1;3;2;3;5;7;4;6;5;3;2;4;5;3;5;4;4;4;5;3;3;7;4;2;1;7;4;6;5;4;4;4;4;3;3;3;4;3;3;4;4;4;5;2;2;4;3;4;3;3;2;3;3;3;1;3;3;2;3;3;3;3;3;3;2;2;1;4;1;2;2;3;2;3;2;3;3;2;3;3;2;2;3;2;2;3;3;2;3;2
895;EN;HSU1987;33;2;1;3;3;4;1;2;4;1;3;2;4;3;1;4;2;2;5;4;5;5;5;2;4;4;4;1;2;5;6;2;7;1;6;5;3;6;5;1;4;3;1;6;5;5;3;7;5;3;1;5;1;6;6;5;3;1;7;4;4;5;5;4;4;4;4;2;1;5;4;5;5;2;5;4;3;4;4;2;2;3;2;3;2;4;3;1;3;4;3;4;2;2;2;3;2;3;4;1;1;4;3;3;1;4;1;1;1;1;4;1;2;4;2;4;1;4;3;4;1;4;2
2505;EN;JAM2001;18;2;1;3;1;4;4;3;1;2;1;1;3;3;3;4;3;3;1;1;1;1;1;3;4;3;4;5;3;3;4;4;5;4;6;4;4;7;6;4;5;2;1;3;2;6;2;1;2;4;2;5;2;5;2;7;2;1;2;7;2;5;2;4;4;3;4;3;4;4;4;4;2;3;3;2;3;2;2;3;3;3;2;2;3;3;3;3;3;3;4;3;1;2;2;2;3;3;3;1;3;3;2;1;3;3;3;3;2;2;2;1;1;3;4;2;3;3;1;1;1;1;3
9009;EN;MAH2002;18;2;2;3;3;4;2;1;1;3;1;3;3;3;1;2;2;3;1;1;1;2;1;2;2;2;3;4;4;6;6;7;5;5;6;6;7;3;1;1;1;1;4;1;1;1;1;1;4;2;6;1;1;6;1;5;1;6;1;4;5;3;4;3;2;1;1;1;1;4;3;1;2;2;4;2;4;3;3;1;3;2;1;3;4;3;2;2;4;4;4;4;1;3;3;3;2;3;3;1;4;2;1;1;2;2;3;4;4;2;1;1;3;1;3;1;1;3;2;1;4;1;4
1829;EN;ODO1991;29;2;1;4;3;4;3;5;3;4;4;4;4;5;3;4;4;5;2;2;3;4;3;3;3;1;1;5;2;5;5;2;4;1;3;6;5;4;2;1;5;5;1;1;3;1;1;5;6;7;3;6;2;7;1;1;6;1;7;6;5;4;4;4;3;2;3;2;2;2;3;1;1;2;5;2;3;3;3;2;2;4;2;4;3;3;2;2;3;3;3;4;2;3;3;3;4;2;2;1;2;2;2;3;2;4;2;1;2;1;3;3;2;2;2;2;2;3;1;2;3;2;4
557;EN;RIA1997;24;1;1;4;3;4;4;3;1;3;1;2;3;4;3;2;3;1;1;1;1;1;1;1;1;2;4;1;5;5;5;3;6;3;6;3;5;5;5;5;5;6;4;2;5;3;1;1;5;4;4;1;3;5;1;6;5;6;3;6;7;4;2;3;4;2;1;1;2;2;2;3;2;2;2;3;4;4;2;1;1;4;2;4;3;4;1;3;3;4;3;4;1;4;3;4;3;4;3;2;3;1;4;3;1;4;2;1;1;1;3;2;1;3;2;3;1;3;2;2;2;4;1
1138;EN;HEN1996;24;3;2;4;5;5;4;5;2;5;2;4;5;4;3;5;5;5;5;5;4;5;5;4;3;5;4;5;3;3;6;1;6;3;7;5;2;7;7;5;2;6;3;6;7;2;2;5;4;4;6;4;2;5;7;7;2;2;6;5;6;5;5;3;5;5;5;5;2;5;3;5;3;2;5;5;4;3;3;1;2;4;1;4;4;4;1;2;4;4;4;4;1;4;4;4;4;4;2;1;1;1;4;3;1;4;1;1;2;1;4;2;1;3;1;4;1;1;3;4;1;4;1
803;EN;BEG2001;19;2;2;2;1;4;5;3;1;2;1;3;1;1;1;3;2;3;1;1;2;1;2;2;1;3;4;4;5;4;5;2;5;3;6;6;4;5;5;3;4;1;2;7;4;5;1;1;1;1;1;1;1;7;1;7;7;4;3;7;4;4;1;5;3;4;4;3;2;4;4;3;2;2;5;4;3;4;3;2;3;2;1;4;3;3;1;2;2;3;3;4;4;3;3;3;3;2;2;2;4;4;1;2;2;1;2;2;2;2;2;1;2;2;3;3;1;3;3;2;2;2;2
858;EN;UDD1996;24;1;1;1;5;4;3;4;4;2;3;4;4;4;2;2;3;1;3;1;4;4;2;4;1;5;5;4;2;6;6;1;6;1;6;1;1;1;6;4;3;5;3;5;3;5;2;1;4;4;5;4;3;6;5;7;4;2;7;6;5;4;5;2;3;4;1;2;1;5;2;1;1;3;4;4;3;4;3;2;3;2;1;3;2;3;1;1;1;4;1;3;1;1;1;1;2;2;4;1;1;1;3;1;3;4;1;4;2;2;4;4;3;1;4;1;1;4;1;1;3;2;2
3507;EN;1066;21;2;1;4;2;2;4;2;2;2;4;2;4;4;2;3;4;3;3;2;2;5;5;4;3;4;3;1;2;4;2;3;6;2;4;3;3;5;7;2;2;5;5;7;4;3;1;2;1;1;2;4;2;7;7;6;2;2;7;6;5;4;5;4;5;4;4;3;1;4;3;4;3;4;4;4;4;3;4;3;4;2;2;2;3;4;3;2;2;4;2;3;3;2;2;3;3;2;4;3;3;3;3;2;1;3;1;3;2;1;2;1;3;2;2;3;3;2;2;3;2;3;3
1158;EN;DIP1988;33;1;1;4;1;3;4;2;3;3;4;3;3;4;3;2;3;4;5;3;4;3;5;3;3;1;5;3;1;6;5;4;5;2;7;5;4;5;4;4;4;4;2;5;4;5;3;6;4;4;4;4;4;4;7;6;6;4;7;4;4;4;3;2;2;1;3;2;3;4;3;4;2;2;5;1;3;3;3;1;2;3;1;4;3;3;1;2;3;3;3;2;1;3;2;3;1;2;4;2;2;4;2;1;1;4;1;3;2;1;1;1;3;3;3;3;2;3;2;2;2;3;1
880;EN;Dut1998;23;1;1;5;1;5;5;1;2;5;5;5;5;2;4;1;5;3;5;4;5;5;4;3;2;2;4;4;1;7;7;2;7;1;7;7;5;3;7;3;3;7;5;6;7;3;1;5;5;2;5;7;5;5;7;5;5;1;7;5;4;4;5;4;3;1;5;1;1;5;3;5;1;1;5;1;3;4;4;3;3;4;4;4;3;4;2;2;3;2;3;3;1;2;2;3;2;1;3;3;1;1;4;4;1;3;1;1;1;1;3;4;1;4;4;4;1;1;4;4;1;4;1
1161;EN;Pet 1993;27;3;2;5;4;4;4;4;1;3;2;4;3;5;5;5;5;5;3;3;5;4;4;2;2;1;5;5;1;7;7;4;4;1;6;3;7;7;7;4;6;6;4;4;7;7;6;7;7;7;7;5;5;4;7;7;4;6;7;7;7;5;5;2;5;5;5;5;5;5;5;5;1;4;4;5;4;3;3;1;1;3;4;4;4;4;2;4;3;3;4;4;2;3;3;3;2;3;4;1;3;3;3;4;2;3;1;3;3;3;4;4;3;2;4;4;1;1;4;2;1;4;1
1268;EN;KER2001;20;1;1;4;4;4;5;5;4;2;4;2;4;4;2;5;4;4;4;2;4;5;5;3;4;3;5;5;4;6;5;3;5;3;6;5;6;6;7;3;4;4;3;6;6;5;2;5;4;6;4;4;2;5;5;6;4;2;7;5;5;5;5;3;5;4;4;2;2;4;4;5;5;5;5;4;3;4;2;1;2;3;1;3;3;3;1;3;4;3;4;3;1;3;2;3;2;3;2;1;2;1;2;2;3;3;2;3;3;2;3;3;3;2;3;1;2;2;2;2;2;3;2
987;EN;PHI2000;20;1;1;3;4;3;3;3;3;4;4;4;3;4;2;3;3;3;4;2;4;4;4;2;2;1;2;2;1;7;4;5;4;1;5;2;6;2;6;4;3;4;5;2;4;2;2;5;4;3;4;4;1;6;6;1;2;2;6;2;5;3;4;4;3;1;1;1;1;2;1;5;5;4;3;1;2;2;4;3;3;1;2;2;2;2;2;2;1;2;1;3;1;1;1;2;1;3;3;1;2;3;3;1;2;4;1;4;3;4;3;3;3;1;2;3;2;2;2;1;3;3;3
1072;EN;RYB2001;19;1;1;4;2;3;1;2;2;3;3;3;3;5;1;1;4;5;5;5;5;4;5;1;1;1;1;1;6;3;7;5;7;5;2;1;3;7;6;3;3;7;1;1;2;1;4;7;4;5;4;4;1;1;7;1;5;1;6;4;6;5;4;5;5;5;5;1;4;1;5;5;5;5;5;2;1;3;4;4;4;3;4;1;1;1;3;1;1;1;3;1;3;1;1;1;4;3;4;4;4;1;4;4;1;4;1;1;1;1;4;4;3;4;1;4;1;1;4;3;1;4;1
994;EN;MCK2001;19;2;1;1;3;1;4;1;1;2;1;2;3;5;1;1;4;4;1;1;1;1;1;4;5;5;3;5;3;3;7;3;7;1;7;7;7;4;2;1;1;2;2;2;1;2;5;2;2;2;2;2;2;5;1;4;5;4;3;7;2;4;5;3;3;1;1;1;2;1;1;1;5;1;1;1;4;4;2;1;2;4;1;4;4;4;3;1;3;4;4;4;3;4;4;4;4;1;4;1;4;4;1;2;2;2;4;4;4;4;1;1;4;1;2;2;1;1;2;1;4;1;1
4295;EN;GIR2000;20;2;1;3;5;5;5;5;4;5;4;5;5;1;3;5;5;5;1;1;3;3;3;1;2;3;3;3;3;7;4;1;7;1;7;3;4;7;6;7;5;7;7;2;7;4;4;1;7;1;4;7;1;7;1;7;7;1;5;6;4;5;5;5;5;5;5;1;3;5;5;5;5;5;5;5;3;4;4;1;2;3;4;4;3;3;2;2;3;3;4;4;1;3;3;3;3;4;4;1;4;3;1;1;4;4;3;4;3;4;1;1;4;3;4;1;1;4;3;1;4;4;4
958;EN;Akt2001;19;2;1;4;3;4;3;4;3;4;3;2;3;3;3;3;4;3;2;1;3;3;2;2;3;3;4;3;4;5;6;5;5;5;6;5;6;6;4;3;2;2;2;5;2;2;2;2;4;2;2;4;2;6;2;6;2;2;2;6;5;4;4;2;3;2;3;3;2;3;3;3;1;1;5;2;3;3;2;2;2;3;2;3;3;4;2;1;3;3;4;3;2;3;3;3;2;2;3;1;3;2;3;2;2;4;2;2;3;3;3;3;2;3;2;3;4;2;3;3;3;3;2
1172;EN;BEG2001;20;2;2;5;4;5;3;4;4;1;1;1;3;2;1;3;4;2;1;1;1;1;1;3;1;1;4;4;2;5;5;3;5;1;6;7;3;4;1;1;5;5;1;1;1;1;1;1;1;4;4;1;1;5;1;6;5;5;1;6;5;5;5;2;5;2;1;1;2;4;3;4;1;4;3;2;2;2;3;1;2;3;1;4;3;3;2;2;4;4;4;3;2;2;3;3;2;3;4;1;4;2;1;1;1;2;3;4;3;3;1;1;3;1;3;3;1;4;1;1;4;1;4
1096;EN;AHM2001;20;1;1;4;5;4;4;4;3;4;4;4;3;3;3;4;3;4;4;4;4;4;4;2;2;4;5;4;5;4;4;4;5;3;5;1;5;5;1;1;1;6;6;6;1;1;1;5;7;4;7;5;1;7;1;7;5;1;5;7;5;4;4;3;3;2;1;3;2;2;3;2;2;2;4;2;3;4;2;3;2;3;2;3;3;3;2;3;3;3;3;2;2;3;3;3;2;3;4;1;3;2;4;3;2;4;2;2;3;2;3;3;2;3;2;3;2;3;3;3;3;2;3
1131;EN;MAR2002;19;1;2;5;3;4;3;4;1;4;2;4;4;3;2;3;4;4;3;1;4;5;4;4;4;1;2;1;1;6;3;3;3;1;6;6;5;3;3;3;4;7;1;5;3;4;2;3;3;4;4;5;5;2;4;1;2;6;6;4;7;5;5;4;5;3;3;2;3;5;5;5;4;5;5;5;4;4;3;2;2;3;2;4;4;4;2;2;3;3;4;3;2;3;3;3;4;3;3;4;2;3;3;2;1;4;1;2;1;2;4;2;2;2;2;2;2;2;3;3;2;3;2
754;EN;ELA1996;24;2;1;3;5;4;3;4;4;4;2;3;2;2;2;4;1;3;1;1;2;2;3;2;2;2;3;2;5;5;6;1;6;3;6;4;5;4;5;5;5;1;5;3;2;2;2;1;4;6;1;6;1;6;3;4;6;1;1;6;6;4;4;5;4;4;3;3;3;4;4;4;3;2;5;3;3;4;3;2;2;3;2;3;3;3;2;2;4;4;4;2;1;3;3;3;3;4;3;2;4;2;2;2;3;2;2;3;3;3;2;2;3;2;3;1;2;1;1;2;3;2;3
1143;EN;TAN2001;19;2;1;3;2;4;4;5;1;3;2;4;5;2;1;3;4;2;3;1;4;3;2;4;5;5;5;5;6;4;7;4;5;7;6;7;4;7;4;4;5;2;4;5;4;6;3;1;4;4;5;4;1;6;2;7;6;1;2;6;2;5;2;3;5;3;3;3;2;3;4;5;5;1;5;4;4;3;2;1;2;4;2;4;4;4;2;3;4;4;4;4;2;3;3;3;4;2;3;4;2;2;3;1;2;4;2;1;3;1;2;2;2;4;2;4;1;3;3;2;2;2;3
1081;EN;Sir1996;24;1;1;3;2;3;3;2;4;1;4;2;3;3;3;4;4;3;4;3;4;4;4;2;2;2;4;3;2;4;6;5;7;3;4;4;5;5;6;5;6;6;6;6;5;5;3;6;6;6;4;6;3;2;6;7;6;2;7;5;7;5;4;2;4;4;3;3;4;3;3;2;2;3;4;4;4;3;2;2;2;3;3;3;3;4;3;3;4;4;4;4;2;4;3;3;3;4;3;2;1;2;3;2;2;3;2;3;2;1;3;4;3;3;2;2;1;4;3;2;3;3;3
1377;EN;BEL2001;19;2;1;3;3;4;3;4;4;3;4;3;4;3;3;4;4;4;4;2;4;4;4;3;2;3;2;3;6;2;3;3;7;7;6;2;3;6;7;5;6;5;5;4;4;3;2;1;5;6;5;7;1;6;5;5;6;1;7;6;7;3;5;4;4;2;1;2;2;2;3;4;5;4;5;2;4;3;1;1;2;4;1;3;4;4;2;3;3;4;3;3;3;3;3;3;3;4;2;1;2;1;3;2;2;3;2;3;2;2;2;3;1;3;2;3;3;3;2;4;2;3;2
1282;EN;KAM1990;30;1;1;3;3;5;4;4;2;4;3;4;3;4;2;3;4;2;4;4;5;5;5;2;1;1;3;1;2;3;7;3;5;1;5;6;6;5;6;4;4;4;4;6;5;3;1;7;4;3;5;4;3;2;5;1;1;1;7;1;5;4;5;3;4;1;4;4;5;5;4;5;2;2;3;3;2;3;4;1;2;2;2;2;2;3;1;3;2;3;3;3;2;3;2;2;3;2;4;3;1;1;4;3;1;4;1;2;1;1;3;3;2;4;3;4;3;1;4;4;1;4;1
1376;EN;MUC1989;31;1;1;3;3;2;2;3;3;2;2;2;3;3;3;4;3;3;4;5;4;4;4;3;2;1;2;1;2;4;6;7;3;1;6;6;7;4;6;2;4;4;3;5;3;3;2;7;1;4;3;3;2;4;4;2;2;2;6;3;3;4;4;1;3;1;2;1;2;2;2;5;5;4;3;4;3;2;3;2;4;4;2;3;2;4;3;2;3;4;3;4;3;2;4;3;3;2;2;1;3;1;2;3;2;4;1;3;2;2;1;3;3;2;2;2;2;4;1;2;4;2;3
808;EN;ISL2001;19;1;1;3;3;3;3;4;2;3;3;3;2;2;2;4;2;2;2;1;2;2;3;2;3;4;3;3;5;4;5;3;5;5;5;5;5;4;5;5;6;5;7;6;5;5;4;4;5;4;5;4;4;7;4;7;6;7;4;5;7;5;5;2;4;5;2;2;2;2;3;4;4;4;4;3;3;3;2;2;2;3;2;3;3;3;2;3;3;4;4;4;2;3;3;3;3;2;4;3;2;1;3;2;2;3;2;2;2;3;3;3;2;3;2;3;1;2;3;3;2;3;2
1802;EN;AGB2001;19;2;1;4;2;2;4;2;3;1;2;3;4;5;2;5;3;5;4;4;4;4;4;4;2;2;2;2;5;3;3;3;6;3;4;6;3;6;7;4;5;5;2;5;5;5;6;5;5;5;4;4;4;6;6;5;3;1;6;7;6;5;5;4;4;4;4;1;1;3;4;4;4;3;5;2;3;3;3;2;2;3;2;4;2;4;3;3;3;2;3;1;3;2;1;1;1;3;3;2;4;2;3;3;1;4;2;2;3;2;3;2;3;1;3;2;1;4;1;1;4;2;1
383;EN;Hsjsj;20;1;1;4;3;3;2;3;2;2;2;3;2;2;4;3;3;3;2;2;2;2;2;2;3;2;3;2;5;6;5;5;6;5;5;6;6;6;6;4;4;5;4;5;4;4;4;4;4;5;5;5;3;4;4;4;5;7;3;3;4;4;3;3;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;1;1;2;3;3;1;3;2;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;4
1880;EN;SHR1980;40;2;2;4;5;4;5;5;5;3;5;5;5;4;4;4;4;5;3;5;3;3;3;5;4;5;4;3;7;3;7;1;6;7;7;5;2;7;4;4;4;6;7;6;5;6;1;1;1;5;1;6;7;5;1;1;7;1;7;7;7;3;3;5;1;4;4;3;2;3;4;3;4;3;5;2;3;4;3;1;2;4;3;2;2;3;2;4;3;3;4;3;1;3;3;2;1;4;1;1;4;1;4;3;3;4;1;1;3;1;4;3;1;4;1;3;1;1;3;3;2;4;2
924;EN;gun1995;25;2;1;4;4;4;2;5;4;3;4;4;3;2;2;2;3;3;4;1;2;4;4;2;1;1;1;2;2;6;7;3;5;1;7;6;6;3;6;2;1;5;5;5;7;4;5;1;4;3;3;6;2;5;1;1;2;4;5;1;5;4;4;4;3;1;3;1;1;2;3;2;2;2;4;2;3;4;3;2;2;3;2;3;3;3;2;3;3;3;4;3;1;3;3;3;3;4;2;1;3;2;2;2;3;1;2;3;4;1;1;2;3;2;4;3;3;2;3;1;2;3;4
371;EN;EBR2000;20;2;1;5;4;4;4;4;5;4;4;4;3;4;4;5;4;4;5;1;5;4;3;5;4;5;4;3;5;6;5;1;7;1;5;2;7;1;3;3;2;7;2;7;3;3;1;2;3;5;1;2;3;7;3;7;2;2;2;7;6;5;5;5;5;5;3;2;3;5;5;5;1;5;5;5;4;4;3;4;3;3;2;2;3;2;3;2;3;3;3;3;3;2;3;3;3;3;2;4;2;3;3;4;4;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;2;2
872;EN;Isl2001;19;2;1;5;1;4;3;4;5;5;4;2;4;3;4;5;4;4;1;1;2;1;1;1;1;3;3;1;4;5;3;2;6;4;6;3;3;4;2;2;2;7;3;2;7;1;7;1;5;1;1;1;7;7;1;3;1;4;1;1;5;3;4;4;5;3;2;1;1;3;2;3;3;2;3;3;3;3;3;2;2;2;2;3;3;3;2;2;3;3;3;3;2;2;2;1;2;3;3;2;4;2;2;1;1;3;2;3;3;2;2;1;4;1;2;1;1;2;1;2;4;3;3
1263;EN;GYL1991;29;2;1;4;5;2;4;4;1;4;4;4;2;1;2;4;2;1;2;5;3;1;5;3;1;3;4;1;1;2;3;1;3;1;6;3;2;6;7;2;4;5;5;5;6;2;1;6;1;5;1;5;4;7;7;6;1;1;7;6;4;4;5;4;5;2;2;2;1;2;2;2;1;2;4;2;2;4;4;3;3;2;3;2;2;2;3;1;1;2;2;2;2;2;1;2;2;3;4;1;2;1;2;3;2;4;4;3;4;1;4;2;1;1;4;3;1;2;3;1;2;3;2
